date,borough,count_pm25,count_dew,count_humidity,count_so2,count_pressure,count_o3,count_no2,count_temperature,count_wind_speed,count_wind_speed_2,count_wind_gust,count_wind_gust_2,count_co,min_pm25,min_dew,min_humidity,min_so2,min_pressure,min_o3,min_no2,min_temperature,min_wind_speed,min_wind_speed_2,min_wind_gust,min_wind_gust_2,min_co,max_pm25,max_dew,max_humidity,max_so2,max_pressure,max_o3,max_no2,max_temperature,max_wind_speed,max_wind_speed_2,max_wind_gust,max_wind_gust_2,max_co,median_pm25,median_dew,median_humidity,median_so2,median_pressure,median_o3,median_no2,median_temperature,median_wind_speed,median_wind_speed_2,median_wind_gust,median_wind_gust_2,median_co,variance_pm25,variance_dew,variance_humidity,variance_so2,variance_pressure,variance_o3,variance_no2,variance_temperature,variance_wind_speed,variance_wind_speed_2,variance_wind_gust,variance_wind_gust_2,variance_co
2020-07-13,Brooklyn,78,39,143,,143,69,51,143,,105,,62,71,1,12,29,,1006.7,12.8,4.1,19.4,,0.2,,0.1,1.5,64,20,94.3,,1013.3,49.6,21.4,32,,15,,17.1,3.2,13,16,56.3,,1009.3,31.2,9.2,27,,3,,7.2,1.9,1147.01,47.26,2958.88,,17.68,814.31,220.79,105.56,,96.82,,266.16,2.02
2020-10-03,Brooklyn,113,19,120,,120,24,,120,,85,,68,4,1,3,29.5,,1016.4,9.6,,8.8,,0.1,,0.2,1.7,52,7,83.2,,1026.8,23.3,,21,,9,,11.6,2.3,13,6,58.1,,1022.3,16.8,,14.6,,2,,4.3,1.8,923.49,21.4,2229.06,,47.95,152.83,,92.93,,47.92,,114.26,0.69
2020-01-14,Brooklyn,168,52,168,,168,24,21,168,147,,132,,23,23,-1,56,,1019.2,0.8,19.7,0,0.1,,0.1,,2.9,65,6,98,,1030.7,12.1,26.2,8,12,,12.7,,5.3,46,3,87,,1025.9,5.6,22.9,5.7,2.4,,3,,3.4,844.21,23.73,785.49,,116.49,146.72,37.21,30.11,56.71,,84.71,,6.12
2020-02-27,Brooklyn,63,,144,,144,21,,144,144,,120,,,2,,28.9,,990.4,18.4,,-1.4,0.2,,2.6,,,40,,97,,1012.2,32,,7.8,23.8,,37.8,,,18,,50.4,,1001.5,28.9,,5,9.7,,20.1,,,708.65,,5149.33,,331.08,159.62,,61.11,292.11,,705.34,,
2020-05-01,Brooklyn,101,49,120,,120,38,31,120,,100,,47,40,1,7,43.5,,1004,26.4,6.5,10.5,,0.1,,0.2,1.3,22,13.5,100,,1009.8,40.8,29.5,19,,11,,20.5,3.6,8,11.5,82,,1006.5,32,13.4,13.3,,3,,8,2.1,287.43,34.97,2578.53,,19.12,147.28,435.88,50.87,,90.23,,396.77,2.82
2020-10-15,Brooklyn,118,,120,,120,19,,120,,89,,87,,10,,53.6,,1011.8,0.8,,8.6,,0.1,,0.2,,61,,92.2,,1019,38.4,,23.2,,25,,30.6,,29,,76,,1015.6,24.8,,18.3,,4.1,,7.7,,1490.71,,929.63,,29.13,1971.54,,114.04,,263.02,,621.91,
2020-02-21,Brooklyn,132,,96,,96,24,24,96,96,,72,,,4,,17.1,,1027.3,14.5,7.9,-6.1,1.1,,4.5,,,55,,64.1,,1033,34.4,29,3,9.4,,20.6,,,22,,37.4,,1030.9,28.9,11.1,-1.1,2.5,,7.3,,,900.08,,1725.22,,21.99,386.52,477.95,89.65,41.65,,151.06,,
2020-03-12,Brooklyn,94,39,134,,134,,18,134,119,,104,,,4,-6,35.8,,1018,,12.7,5.7,0.1,,0.1,,,57,6,93.5,,1024,,33.4,10.8,11.1,,17.6,,,31,3,69.8,,1020.7,,18.6,8.3,1.8,,4.6,,,1825.68,107.34,2084.82,,25.98,,275.98,14.86,38.06,,142.87,,
2020-04-29,Brooklyn,118,33,119,,119,10,24,119,,97,,57,24,1,4,58,,1020.1,25.6,8.5,5.2,,0.1,,0.2,1.4,44,7,93,,1025,30.4,30.4,14,,18,,27,3.1,22,6,76,,1023.4,28.1,11.9,10,,4.1,,7.9,1.7,898.6,9.08,954.31,,16.93,28.22,402.55,33.89,,189.49,,622.05,2.32
2020-05-08,Brooklyn,85,26,92,,92,23,48,92,,67,,37,24,1,-6,28.5,,1001.1,20.8,4.5,3.7,,0.1,,0.1,1.2,37,5,94.2,,1011.6,32.8,18.9,15.1,,21,,12.6,2.9,11,2,59.1,,1009.2,26.4,12.2,9,,5,,2.6,1.7,739.83,171.91,4140.06,,114.57,111.69,198.91,51.38,,180.93,,164.89,1.86
2020-06-17,Brooklyn,60,,96,,96,69,48,96,,69,,37,72,3,,40,,1022.1,3.2,3.7,12.4,,0.1,,1,0.9,54,,96.7,,1026.4,40.8,16.9,26,,17,,18.7,2.2,11,,69.5,,1024.4,18.4,9.8,20,,6,,5,1.6,1645.12,,2214.17,,17.56,757.32,195.27,112.07,,199.47,,358.83,0.89
2020-09-06,Brooklyn,76,43,120,,120,24,13,120,,82,,26,11,10,11,34,,1019.5,10.4,4.4,14.7,,0.2,,1.1,1.8,45,16,86.7,,1023.7,40,8,29,,17,,24,2.7,28,13,59.4,,1021.3,24.1,6.6,23,,3,,8.2,2.3,652.23,21.05,1602.27,,8.56,779.57,9.51,100.25,,151.19,,476.55,0.95
2020-01-07,Brooklyn,163,65,168,,168,21,24,168,160,,144,,24,9,-8,35.8,,1011.1,4.8,14.4,-0.5,0.1,,0.2,,1.9,63,1,88.7,,1021,27.2,35.9,7.5,10.1,,19.3,,5.7,41,-4,53.4,,1016.9,16.8,24.1,5,2,,5.5,,3,1070.89,66.1,1366.97,,85.34,416.33,385.95,22.62,33.68,,110.24,,12.69
2020-02-18,Brooklyn,161,,48,,48,23,,48,46,,24,,,6,,53.3,,1017.5,15.2,,3.8,0.5,,1.1,,,65,,92,,1030.8,31.2,,9.1,4.9,,13.5,,,35,,77,,1023.9,28.9,,6.1,3.2,,8.9,,,1386.62,,1613.38,,262.82,204.5,,27.48,13.15,,110.34,,
2020-04-05,Brooklyn,144,31,144,,144,24,24,144,,106,,59,24,5,5,45,,1014.5,8.8,10.4,6.6,,0.1,,0.3,2,65,8,92,,1020,24.8,34.6,18.2,,11,,17.7,4.1,40,7,77.2,,1016.8,14.5,18.8,11.6,,3,,4.1,2.9,1133.47,7.03,1230.92,,18,217.22,515.51,91.18,,79.6,,182.22,3.67
2020-03-02,Brooklyn,88,,112,,112,15,44,112,99,,80,,,5,,29.2,,1008.1,0.8,15.2,-3.3,0.5,,0.1,,,73,,84.1,,1023.1,24.1,45.5,15.3,13.6,,19.5,,,41,,57.8,,1017.3,16.8,21.6,7.3,3.3,,8.5,,,2012.45,,1743.24,,176.19,642.91,973.2,252.33,71.4,,221.18,,
2020-09-02,Brooklyn,81,21,120,,120,45,4,120,,86,,26,48,1,19,69,,1008.5,1.6,14.5,19.4,,0.5,,0.3,1,44,23,97,,1019.2,21.6,14.5,27,,13,,16,4.2,15,22,88,,1013.3,10.4,14.5,23.1,,5,,9.5,2,1532.27,19.65,570.25,,103.08,205.58,0,49.82,,76.54,,201.3,7.08
2020-10-24,Brooklyn,103,,120,,120,23,,120,,97,,95,21,1,,51.3,,1010,11.2,,7.8,,0.2,,0.1,1.8,102,,96,,1020.8,19.2,,21.6,,10,,18.3,3.1,14,,81,,1014.4,14.5,,17.3,,3,,6.2,2.2,1640.15,,1841.83,,50.04,38.83,,65.28,,78.55,,260.04,0.95
2020-06-02,Brooklyn,70,,96,,96,72,40,96,,61,,32,24,1,,25,,1009.5,4,4,11.2,,0.1,,0.3,1.7,47,,70.2,,1018.8,45.6,33.4,23.8,,17,,17.3,3.7,18,,43,,1016,23.3,15.1,20.4,,6,,3,2.1,1014.54,,1443.84,,109.59,1765.15,1012.2,90.14,,189.73,,402.45,4.05
2020-08-01,Brooklyn,106,23,120,,120,72,,120,,69,,47,72,2,16,38,,1010.6,10.4,,19.6,,0.1,,0.3,1.7,87,21,88,,1017.1,64.8,,33.8,,8.7,,18.5,12.3,33,19,62.2,,1013.9,32,,26,,3,,7.7,2.6,4149,16.92,1939.61,,26.13,2394.36,,103.57,,63.82,,322.68,39.33
2020-09-05,Brooklyn,42,46,120,,120,24,,120,,85,,32,,2,3,19.5,,1016.8,16,,15.5,,0.1,,0.3,,33,14,82,,1024,29.6,,26.6,,12,,20,,10,11,50.5,,1021.7,20,,22.7,,3,,6.2,,744.63,88.29,2361.26,,24.29,215.53,,74.03,,117.69,,264.34,
2020-11-06,Brooklyn,119,,144,,144,24,,144,,105,,100,20,19,,39.8,,1020.4,0.8,,8.2,,0.1,,0.1,3,69,,93,,1028.5,36.8,,22.6,,6.9,,15.2,6.3,48,,66,,1023.9,25.6,,16.8,,1.7,,6.2,3.9,1115.62,,2314.41,,42.4,1615.82,,121.64,,29.12,,131.32,9.83
2020-11-10,Brooklyn,118,11,120,,120,24,,120,,88,,78,22,3,12,49.6,,1017.8,2.4,,10.3,,0.1,,0.1,2.4,83,16,95.5,,1026.2,29.6,,24,,7.3,,16.2,11.9,47,14,78,,1021.7,8.8,,18.3,,2.5,,5,3.8,3261.14,22.91,1358.24,,44.49,1055.96,,102,,35.62,,167.21,43.76
2020-01-13,Brooklyn,168,60,168,,168,21,24,168,152,,133,,24,16,-3,55.6,,1026.8,0.8,9.1,-0.8,0.1,,0.1,,1.6,68,5,94,,1032.7,20,27,8.8,9.2,,16.6,,5,42,2,78.3,,1029.8,13.6,19.3,5.5,1.7,,4.5,,2.8,2113.51,69.05,831.67,,25.57,466.84,332.95,43.79,37.26,,139.2,,13.46
2020-02-24,Brooklyn,91,,96,,96,22,11,96,86,,72,,,8,,16.2,,1013.1,3.2,17.2,5,0.3,,0.8,,,84,,77,,1018.6,29.6,45.9,17.7,5.8,,13.8,,,55,,49.1,,1016.4,16.8,27.7,9.3,1.3,,3.8,,,1947.83,,2710.49,,32.11,578.8,1043.98,110.32,19.41,,100.76,,
2020-05-10,Brooklyn,94,21,96,,96,24,24,96,,85,,60,24,1,-7,18,,1013.6,23.3,4,1.6,,0.1,,0.7,1.4,27,-2,70,,1020.2,36.8,14.8,18,,17,,26.1,2.7,13,-6,36,,1017,28.1,8.7,13.2,,7.7,,11.3,1.6,511.02,31.9,1677.47,,37.11,247.36,105.07,273.44,,167.84,,649.4,1.69
2020-04-01,Brooklyn,143,43,144,,144,24,24,144,,128,,85,24,1,-4,28.7,,1006,22.4,4.2,1.9,,0.4,,0.1,1.6,42,0,90.7,,1014.3,32.8,16.2,13,,18,,23.5,3.1,18,-3,49.2,,1009.5,28.1,8.2,8,,6,,10.2,1.9,466.14,16.61,2729.78,,40.5,101.95,136.14,103.33,,176.19,,358.6,1.37
2020-07-05,Brooklyn,93,17,120,,120,72,48,120,,91,,62,72,3,8,20,,1012.1,8.8,3,20.3,,0.1,,0.1,1.6,162,21,94,,1017.1,69.9,16.5,35.6,,11.2,,19.7,5.1,58,19,66.5,,1014,29.6,5.9,27.7,,3.3,,6.8,2.4,10851.6,144.34,3661.57,,13.11,2246.92,94.98,171.71,,78.03,,183.87,3.71
2020-10-19,Brooklyn,120,,120,,120,21,,120,,65,,76,,5,,53.7,,1023.6,0.8,,8.5,,0.2,,0.1,,69,,93.4,,1029.9,28.1,,19.3,,13,,14.2,,25,,80.7,,1027.1,16.8,,15,,2.5,,5.4,,1187.39,,938.31,,22.42,748.84,,84.21,,59.68,,187.61,
2019-12-30,Brooklyn,167,,,,,21,,,,,,,,2,,,,,21.6,,,,,,,,44,,,,,26.4,,,,,,,,14,,,,,24.1,,,,,,,,788.12,,,,,32.23,,,,,,,
2020-01-11,Brooklyn,168,60,168,,168,22,24,168,163,,142,,24,15,7,55.5,,1014.8,1.6,8.5,5.3,0.1,,1,,1.8,88,13,92.4,,1031.5,31.2,38.5,20.5,15.8,,27.1,,6.5,45,10,79.5,,1022.9,21.6,20.4,15.1,4.5,,8.8,,2.9,1453.28,24.14,790.8,,228.7,1072.85,964.03,115.41,119.7,,333.57,,17.25
2020-01-17,Brooklyn,164,50,168,,168,20,24,168,168,,144,,24,2,-21,20,,1022.9,24.8,4.7,-8.8,0.2,,2.5,,1.4,58,-7,63.3,,1041.3,32.8,14.2,1.6,16.6,,32,,2.4,33,-14,39.8,,1037.5,29.6,9.4,-2.8,5.8,,13.7,,1.9,904.57,161.86,1146.23,,255.25,67.34,101.56,42.97,183.88,,498.86,,0.63
2020-01-25,Brooklyn,162,67,168,,168,24,24,168,164,,144,,24,2,-1,65.1,,1007,12.1,9.4,-0.8,0.1,,0.1,,1.4,61,9,98,,1026.3,32,31.5,11,20.3,,37,,5.1,24,4,90.6,,1013.3,26.4,13.4,5.8,4,,9.6,,2.2,2201.38,75.55,506.76,,415.58,359.33,424.91,68.37,187.12,,392.89,,8.87
2020-03-23,Brooklyn,119,48,144,,144,13,24,144,144,,95,,23,1,-5,55,,1014.3,27.2,9.8,0,0.5,,4.2,,1.5,74,4,97.2,,1039.4,31.2,17.1,6.1,17.5,,25,,3.8,13,1,85.5,,1028.6,30.4,12.9,3,6.8,,11.8,,2.2,1217.41,72.94,1448.92,,713.86,25.66,47.23,13.36,240.8,,304.01,,4.27
2020-01-16,Brooklyn,167,66,168,,168,24,24,168,166,,144,,24,7,-10,36.4,,1009.6,0.8,6.8,0.2,0.1,,0.6,,1.5,68,7,94,,1024.8,27.2,24.4,10.1,20.7,,39.3,,3.8,40,-3,64.4,,1014.6,24.8,10.2,7.2,6.7,,15.2,,2.2,2185.52,299.31,3009.84,,162.87,1016.48,300.02,74.59,284.9,,772.34,,4.98
2020-04-24,Brooklyn,89,39,119,,119,94,52,119,,100,,58,84,1,3,75,,1004.8,10.4,9.8,3.3,,0.1,,0.3,1.6,36,8,97.6,,1013.7,25.6,26.9,10,,19,,25.1,4.2,18,6,87,,1007.7,20,14.7,7.7,,4.6,,7.2,2.7,607.16,16.1,303.48,,60.16,131.95,189.57,29.37,,341.1,,726.17,3.32
2020-05-13,Brooklyn,93,19,96,,96,65,70,96,,79,,49,72,2,-8,14.8,,1021.6,2.4,4.4,1.1,,0.1,,0.2,1.1,73,5,87.7,,1027.1,36.1,39.5,17.5,,18,,25,3.8,13,-4,42,,1024.4,28.9,9.1,11.1,,6.1,,7.6,1.7,1995.25,199.82,2854.29,,20.61,478,818.58,148.58,,221.19,,634.18,3.24
2020-07-14,Brooklyn,72,38,143,,143,68,48,143,,114,,54,72,1,13,33,,1010.7,11.2,8.8,19.1,,0.1,,0.2,1.1,63,18,87.7,,1019.7,31.2,21.8,31.3,,15.5,,15.5,2.6,11,15,57,,1014.7,21.6,11.7,26,,3.6,,9.7,1.7,1983.61,13.07,1645.73,,45.3,363.74,104.68,91.01,,68.18,,170.76,0.85
2020-10-31,Brooklyn,119,,120,,120,24,,120,,90,,89,24,2,,42,,1024.9,1.6,,-2.4,,0.1,,0.1,2,56,,95,,1036.2,25.6,,9.1,,5.6,,12.5,4.3,27,,67.5,,1031.2,14.5,,5.2,,1.8,,6.2,2.5,913.16,,2010.28,,59.84,486.18,,91.18,,16.75,,128.61,2.26
2020-05-23,Brooklyn,71,15,96,,96,53,53,96,,71,,43,24,1,5.5,56,,1014.1,11.2,3.7,12.4,,0.1,,0.1,1,28,17,99,,1021.6,32.8,17.2,20.6,,23,,27.5,1.8,11,12,90.5,,1015.5,21.6,6.6,17,,4.1,,6.7,1.3,464.95,188.58,1022.57,,48.28,380.55,111.14,31.67,,303.15,,649.55,0.31
2020-07-27,Brooklyn,113,40,144,,144,68,,144,,110,,54,71,1,14,26,,1006.4,17.6,,22,,0.2,,2.4,1.7,73,21,78.5,,1014,48.8,,36.6,,17,,20.3,3.2,43,18,49,,1010.8,40.8,,31.6,,4.1,,12.1,2.2,2073.47,21.31,1421.45,,42.76,997.98,,122.53,,105.89,,220.66,1.44
2020-08-16,Brooklyn,113,27,144,,144,93,,144,,120,,86,96,1,14,64,,1011.8,11.2,,17.7,,1.4,,0.3,1.3,37,18.5,95.4,,1018.6,22.4,,23,,16,,21.7,2.4,15,17,80.5,,1014.9,16,,20.5,,6.6,,12.1,1.9,610.73,18.51,581.84,,29.43,70.14,,11.71,,100.88,,473.13,0.78
2020-11-05,Brooklyn,120,,144,,144,24,,144,,103,,97,24,12,,44.4,,1024.6,12.8,,6.7,,0.2,,0.1,2.5,75,,97.5,,1033,37.6,,21,,10.3,,19.6,9.6,40,,79,,1028.7,20,,14.6,,2,,5.9,3.2,1375.6,,1798.1,,46.8,595.73,,108.66,,42.74,,163.82,41.1
2020-02-06,Brooklyn,109,52,168,,168,24,9,168,156,,143,,9,3,-3,61.6,,995.8,11.2,17.7,0,0.1,,0.1,,2.7,53,4,98,,1015.3,23.3,22.1,5.5,9.1,,18.1,,3.4,25,3,92,,1003.2,16.8,19.5,4.4,2.4,,6.6,,2.8,1561.24,21.53,428.25,,274.01,162.79,17.38,13.19,50.33,,162.82,,0.65
2020-02-11,Brooklyn,148,,,,,20,,,,,,,,14,,,,,0.8,,,,,,,,71,,,,,24.8,,,,,,,,36,,,,,5.6,,,,,,,,1731.76,,,,,633.4,,,,,,,
2020-04-13,Brooklyn,128,46,136,,136,19,24,136,,132,,96,23,2,3,41,,996.2,24.8,4.2,11.3,,0.1,,0.4,1.3,64,16,100,,1019.4,30.4,13.7,20,,29,,46.3,2.4,18,12,88,,1007.9,28.9,8,14,,9,,15.4,1.5,2090.81,66.13,1705.95,,421.39,32.25,60.49,49.84,,616.42,,1326.68,1.22
2020-05-15,Brooklyn,96,20,96,,96,66,72,96,,80,,49,72,8,10,34,,1008.5,4.8,3.8,12.2,,0.1,,0.1,1.9,73,15,95.4,,1017.2,50.7,29.6,29,,20,,28,4.6,41,13,63,,1014.5,31.2,15.5,24,,5,,12.5,2.9,2148.61,17.47,2934.22,,71.41,2547.97,567.68,287.54,,337.65,,833.39,3.65
2020-05-27,Brooklyn,54,,72,,72,21,13,72,,48,,24,21,1,,58,,1021.8,1.6,7.1,14.6,,1.4,,4.2,1,19,,99,,1024.5,37.6,16.9,26,,8.6,,17.2,2.7,5,,87,,1023.2,12.1,9.3,18,,5.6,,10,1.5,206.32,,1309.5,,4.65,1554.84,162.44,125.64,,41.93,,160.95,2.44
2020-07-12,Brooklyn,55,31,129,,129,67,48,129,,111,,76,72,1,12,27,,1004.3,15.2,1.3,19.4,,0.1,,0.1,1.4,101,21,96,,1010.8,41.6,14.8,33.6,,20,,18.6,3.7,13,17,61,,1006.7,27.2,3.4,27,,4.7,,9.6,1.8,5189.06,41.91,3017.43,,21.2,624.01,100.47,133.62,,133.85,,308.58,1.85
2020-01-23,Brooklyn,163,57,168,,168,18,23,168,118,,123,,24,26,-10,26.5,,1026.8,0.8,33.1,-9.4,0.1,,0.1,,5.4,125,-1,91.6,,1032.1,9.6,50,8.7,5,,11.5,,17.6,63,-7,61.3,,1029.6,4.8,44.1,5,1,,2.9,,8,1842.82,76.43,1903.97,,20.25,74.9,176.26,163.79,11.48,,50.42,,113.91
2020-05-02,Brooklyn,110,61,120,,120,72,48,120,,105,,54,72,1,0,23,,1008.8,21.6,3.4,9,,0.1,,0.5,1.3,68,8,75.4,,1016.9,36.1,14.7,23,,16,,26.2,3.1,9,3,38,,1013.2,28.9,5.2,18,,3.6,,9.2,1.9,2017.08,27.28,2146.28,,38.68,187.4,115.3,185.67,,100.54,,649.26,1.55
2020-05-07,Brooklyn,76,47,95,,95,53,65,95,,83,,29,56,1,-9,14,,1005.6,1.6,3.2,6.6,,0.3,,0.1,1.4,44,6,88,,1009.1,37.6,35.6,21,,16,,12.3,4.2,13,1,38,,1007.6,26.4,10.1,15.5,,4.1,,3.6,2,889.17,184.22,4698.15,,8.04,1096.76,579.11,173.72,,120.3,,133.05,5.77
2020-04-25,Brooklyn,108,45,118,,118,48,24,118,,74,,48,48,3,-6,22,,1012.5,3.2,7.7,4.1,,0.1,,0.3,1.8,57,7,95.5,,1019.9,36.1,37.2,18,,12,,18.8,5.8,25,4,59.6,,1017.6,12.8,13,11,,3,,2.9,3.1,1390.44,166.09,4642.37,,39.42,1120.36,983.73,146.58,,79,,320.66,7.31
2020-05-20,Brooklyn,84,16,96,,96,67,48,96,,83,,44,24,1,-3,21.3,,1027.8,12.1,3.9,8.2,,0.1,,0.1,1,40,3,82.4,,1031.6,36.1,21.8,18.7,,18,,23.3,1.5,10,1,48,,1030.4,29.6,10.3,12.7,,6.6,,8.9,1.1,761.81,48.67,1869.31,,14.09,295.37,216.42,78.01,,205.07,,550.15,0.28
2020-07-31,Brooklyn,102,17,119,,119,68,,119,,70,,54,68,1,17,46.8,,1008.8,4,,20,,0.1,,0.1,1.3,66,21.5,97,,1013.1,48.8,,28.8,,6.4,,13.2,5.1,19,21,78.5,,1010.2,30.4,,23.5,,1.8,,3.8,2.2,2922.14,28.37,1691.79,,11.28,1122.19,,55.72,,25.93,,122.08,7.44
2020-02-03,Brooklyn,168,37,168,,168,22,24,168,162,,144,,24,1,-1,37,,999,7.3,9.5,1.1,0.1,,0.2,,1.9,76,3,93.2,,1013.9,31.2,48.5,14.8,8.3,,17.5,,12.3,45,2,66,,1010.9,22.4,24.3,9,2.7,,7,,3.3,1822.67,17.45,2303.17,,136.23,604.21,1149.86,152.91,40.3,,195.43,,60.18
2020-02-08,Brooklyn,168,6,163,,168,23,24,163,144,,120,,,11,-10,38,,1008.2,18.4,7.3,-5.2,0.2,,1.5,,,64,-7,93.5,,1029.8,32,31.6,7.4,14,,27.2,,,36,-9,55.3,,1022.5,29.6,9.8,2.6,3.7,,10.1,,,1265.9,13.67,1006.55,,294.34,124.79,556.09,69.11,89.7,,281.93,,
2020-03-10,Brooklyn,72,38,144,,144,,10,144,144,,120,,,5,-1,31,,1012.3,,13.6,11.6,1.6,,5.8,,,64,9,68.4,,1026.1,,34.2,20,15.1,,25.9,,,45,4,54.2,,1018.6,,18.8,16.5,4.7,,13,,,1270.32,131.21,539.8,,159.41,,585.18,60.21,99.68,,296.85,,
2020-08-28,Brooklyn,104,19,105,,105,70,,105,,71,,45,70,2,17,38.6,,1007.3,8.8,,19,,0.1,,0.1,1.7,65,22,94.4,,1012.8,36.1,,31.6,,15,,16.5,6.3,31,19,74.2,,1009.8,25.6,,24.4,,2.5,,8.1,2.1,2774.34,23.26,2044.24,,14.77,666.57,,76.69,,138.9,,228.14,5.55
2020-11-13,Brooklyn,117,,120,,120,24,,120,,86,,90,14,1,,57.1,,1011,4.8,,5.4,,0.1,,0.2,1.5,49,,98,,1019.9,18.4,,11,,6.1,,13.5,3.1,14,,88.8,,1015.5,11.2,,8.8,,2.4,,5.7,2,1382.1,,801.31,,38.84,86.83,,18.88,,30.99,,149.89,2.6
2020-03-15,Brooklyn,118,7,120,,120,,24,120,120,,96,,24,3,-13,20.7,,1027.8,,3.9,5.5,0.3,,3.5,,1.6,43,-8,72.5,,1035.8,,19.6,12.9,12,,16,,2.8,17,-12,42,,1030.8,,7,7.9,3.5,,7.7,,1.8,633.96,50,1721.34,,33.45,,139.1,39.69,96.89,,108.86,,1.11
2020-06-12,Brooklyn,53,24,96,,96,67,48,96,,69,,31,71,2,5,18.5,,1015.5,0.8,5.1,17.6,,1.1,,0.2,1.2,77,21,98,,1019.7,48.8,23.3,30,,16,,25,4.2,12,10,44,,1017.5,32,15.2,25.7,,4.6,,11.2,2.2,3071.5,232.59,5668.74,,12.38,2743.53,267.53,110.87,,69.92,,334.4,5.91
2020-10-07,Brooklyn,120,21,144,,144,24,,144,,128,,119,,4,6,37.5,,999.8,8,,12.4,,0.8,,0.1,,56,13,91.5,,1014.7,34.4,,25,,12.7,,26.4,,28,11,64,,1008,23.3,,17.7,,5,,11.7,,1411.33,57.48,2471.32,,126.02,663.65,,98.21,,98.38,,415.65,
2020-02-20,Brooklyn,143,,40,,40,22,24,40,46,,30,,,6,,28.9,,1028.4,24.8,8.6,-2.5,1.2,,5,,,57,,51.8,,1031,34.4,17,3.1,9.3,,19.7,,,23,,37.4,,1029.5,30.4,10.5,0.8,2.7,,6.8,,,872.96,,558.9,,8.72,55.21,51.22,25.67,76.84,,262.32,,
2020-03-27,Brooklyn,143,45,144,,144,24,24,144,130,,73,,24,4,-9,13.3,,985.2,7.3,4.3,6.1,0.1,,0.2,,1.7,60,7,88,,1020.5,39.2,44.8,20.5,12,,20,,5.1,28,1,44.2,,1010.5,24.8,14.9,13.6,3,,7,,2.7,1913.94,260.74,5178.55,,756.06,1143.16,1288.68,131.29,55.67,,233.91,,9.59
2020-03-01,Brooklyn,98,,144,,144,24,18,144,140,,118,,,7,,25.5,,1016.5,22.4,6,-6.1,0.1,,0.2,,,58,,68.2,,1023.4,32.8,33.7,7.2,12.7,,22.6,,,25,,46.1,,1020.9,28.9,8.5,1.1,4.1,,9.6,,,1398.12,,1359.04,,33.41,55.66,811.47,172.84,114.51,,345.8,,
2020-03-17,Brooklyn,135,45,99,,99,16,24,99,96,,56,,24,5,0,49,,1017.7,16,9,4.9,0.1,,0.8,,1.4,57,6,95.2,,1030.3,28.1,33.6,13,11,,13.9,,4,22,4,78,,1023.3,21.6,19.6,7,3.2,,6,,2.4,1872.82,26.57,1494.38,,102.11,144.25,503.56,66.3,45.61,,113.26,,7.24
2020-05-24,Brooklyn,96,21,96,,96,48,48,96,,72,,45,24,2,3,52,,1021.6,13.6,2.6,9.4,,0.1,,0.2,1.1,34,11,90.7,,1025.7,33.6,12,20.4,,19,,22.8,3.2,21,7,66.4,,1023.7,28.9,3.3,15,,6.2,,5.3,1.2,564.26,86.82,773.73,,10.18,196.46,87.56,95.44,,226.39,,564.77,3.93
2020-07-20,Brooklyn,104,18,117,,117,21,,117,,83,,50,8,1,17,33.6,,1009.4,16.8,,23.7,,0.5,,0.1,1.8,69,24,90,,1015.4,36.8,,36.4,,7.2,,16.5,2.1,35,22,61.8,,1011.5,25.6,,30.5,,3,,9.1,2,4158,53.99,2534.72,,14.57,587.91,,86.25,,28.97,,179.88,0.17
2020-09-23,Brooklyn,95,,120,,120,53,,120,,90,,86,47,8,,35.1,,1007.5,20.8,,12.7,,0.1,,0.2,0.2,76,,78.2,,1015.4,38.4,,27.1,,16,,21.6,4.2,39,,51.5,,1011.6,32,,21.1,,3,,6.5,2.9,2780.38,,1021.64,,28.74,277.19,,206.45,,104.09,,369.34,13.99
2020-02-17,Brooklyn,168,,48,,48,24,,48,44,,23,,,9,,31,,1021.5,18.4,,3.6,0.7,,0.5,,,66,,67.8,,1030.4,34.4,,11.4,5.6,,14.4,,,45,,48.5,,1026.4,27.2,,5.9,2.6,,7.6,,,1194.39,,1610.18,,73.88,251.18,,58.58,25.26,,136.28,,
2020-06-10,Brooklyn,72,3,76,,76,69,48,76,,55,,45,72,10,18,47,,1012.9,12.1,2.3,19.4,,0.1,,0.1,1.4,114,18,94,,1016.4,76.3,26.5,29,,14,,26.2,3.1,40,18,73,,1014.5,30.4,7.6,24,,8,,9.3,2.3,3806.17,0,1339.52,,8.36,1772.84,651.63,56.47,,224.81,,607.68,2.03
2020-06-21,Brooklyn,62,,96,,96,24,8,96,,62,,25,24,1,,38,,1013.9,0.8,5.6,17.4,,0.3,,1.1,1.2,88,,94.8,,1017.1,40,13.4,31,,13,,18,5.5,18,,69,,1015.9,25.6,8.1,25.2,,5,,10.3,1.9,3833.25,,2069.67,,9.93,1639.26,94.09,95.25,,140.93,,244.06,12.02
2020-01-02,Brooklyn,166,,12,,12,24,24,12,16,16,,,24,9,,38.8,,1010.4,4.8,16.8,7.6,0.2,0.2,,,2.3,88,,61.2,,1013.6,24.8,37.7,9.3,7,7,,,8,51,,55,,1011.8,18.4,31.6,8.3,1.7,1.7,,,4.3,1362.51,,706.47,,7.94,388.3,267.24,1.98,60.69,60.69,,,19.83
