date,borough,count_pm25,count_dew,count_humidity,count_so2,count_pressure,count_o3,count_no2,count_temperature,count_wind_speed,count_wind_speed_2,count_wind_gust,count_wind_gust_2,count_co,min_pm25,min_dew,min_humidity,min_so2,min_pressure,min_o3,min_no2,min_temperature,min_wind_speed,min_wind_speed_2,min_wind_gust,min_wind_gust_2,min_co,max_pm25,max_dew,max_humidity,max_so2,max_pressure,max_o3,max_no2,max_temperature,max_wind_speed,max_wind_speed_2,max_wind_gust,max_wind_gust_2,max_co,median_pm25,median_dew,median_humidity,median_so2,median_pressure,median_o3,median_no2,median_temperature,median_wind_speed,median_wind_speed_2,median_wind_gust,median_wind_gust_2,median_co,variance_pm25,variance_dew,variance_humidity,variance_so2,variance_pressure,variance_o3,variance_no2,variance_temperature,variance_wind_speed,variance_wind_speed_2,variance_wind_gust,variance_wind_gust_2,variance_co
2020-01-27,Staten Island,108,36,120,,120,23,56,120,117,,120,,44,5,-3,41.4,,502.1,2.4,0.3,1.1,0.1,,0.7,,2.7,52,-1,78.9,,1009.3,18.4,126.1,7.5,6,,12.5,,4.5,26,-2,64,,1006.6,11.2,21.3,5.1,1.8,,5.5,,3.4,1099.52,3.23,1035.36,,21222.5,280.28,23677.5,29.12,19.34,,79.31,,4.08
2020-04-29,Staten Island,96,21,96,8,96,69,48,96,,72,,43,34,4,4,57.7,0.1,1019.4,0.8,6.5,5.9,,0.3,,0.2,1.2,62,7.3,89.7,1.5,1024.1,36.1,44.5,13.7,,6.1,,10,8.3,30,6.3,77.6,1.5,1022.6,28.1,17.6,10,,2.2,,7.7,2.3,2879.42,11.63,655.97,4.2,14.12,1534.72,1320.18,27.85,,36.21,,83.26,23.98
2020-05-23,Staten Island,83,21,94,,96,72,50,94,,37,,45,39,1,7.6,64.5,,1013.3,1.6,0.3,11.6,,0.2,,0.2,1.8,75,18.3,99,,1021.9,28.9,26.9,21.6,,7.7,,11,5.6,18,15.3,93,,1015.2,15.2,12.1,16.1,,1.5,,3.5,2.7,2856.22,123.54,793.78,,51.98,661.06,477.6,42.68,,32.07,,111.88,9.58
2020-09-16,Staten Island,111,32,118,,118,68,68,118,,57,,22,56,1,10,46,,1019.2,0.8,4.7,9.3,,0.2,,2,1.8,51,14,95.5,,1025.6,26.4,27.8,23.1,,3.6,,8,8.9,18,11,72,,1022.9,19.2,19.5,18,,1.2,,4.7,4.5,1354.5,21.1,2204.26,,38.64,878.48,396.18,205.9,,9.87,,28.57,31.96
2020-01-14,Staten Island,120,44,120,23,120,7,71,120,51,,87,,63,13,0.5,63.6,0.1,1018.9,0.8,0.1,1.1,0.1,,0.1,,2.3,80,6,98.8,2.9,1029,7.3,34.3,7.2,3.9,,5.9,,14.4,49,2,92.5,1.5,1024.6,3.2,27.8,5.3,0.5,,1,,6.7,2340.17,28.04,791.44,8.75,124.68,64.55,249.11,32.7,10.57,,22.11,,72.99
2020-04-03,Staten Island,101,42,118,,118,59,64,118,,118,,94,35,1,-2.6,40.3,,1001.2,20,0.1,6.6,,0.6,,4.5,1.7,44,7,83,,1011.7,32,10.2,13,,7.3,,13.5,3.4,10,3,67.5,,1004.8,24.1,4.7,10.2,,3.6,,9.6,2.2,586.7,92.57,1143.09,,90.53,107.67,38.5,23.77,,28.13,,30.87,3.98
2020-06-14,Staten Island,80,42,116,10,120,72,61,116,,76,,38,37,1,2.3,29,1.5,1025,5.6,1.9,11.6,,0.2,,1,1.2,54,11,82.3,1.5,1028.7,38.4,15.8,23.3,,4.4,,11,2.5,15,5.5,52,1.5,1027.5,16.8,4.7,17.2,,1.8,,6.2,1.5,2321.19,84.3,1380.1,0,7.88,1061.29,74.42,128.45,,16.55,,70.03,1.81
2020-08-13,Staten Island,115,12,84,6,114,72,69,84,,9,,19,50,15,17.3,58.3,1.5,1016.6,0.8,8.4,21.8,,0.2,,0.2,2.3,77,22,97,1.5,1019.6,34.4,44.5,27,,1.5,,2.7,6.7,46,19,83,1.5,1017.9,11.2,24.1,24.5,,0.5,,1,4.5,1845.36,29.23,957.89,0,5.17,792.6,929.83,16.19,,2.86,,8.76,16.2
2020-05-21,Staten Island,94,21,93,7,93,72,45,93,,49,,30,30,3,3.3,49,0.1,1024,1.6,0.1,4.7,,0.2,,0.2,1.8,69,10,91,1.5,1030.7,31.2,39.9,20,,4.2,,8,5,18,6.3,73,1.5,1028.9,20,15.8,13,,1.3,,5.5,2.3,3728.32,43.24,1534.5,2.8,40.59,811.36,682.8,180.11,,12.59,,40.98,8.58
2020-07-01,Staten Island,118,63,120,22,120,70,72,120,,32,,32,67,3,17.5,61,0.1,1009,0.8,8.4,18.3,,0.2,,0.2,2.3,74,20,98,2.9,1012.7,48.8,38,27,,3,,6,7.2,32,18,83,1.5,1011.2,22.4,25.1,21.6,,0.7,,2.2,3.4,2443.03,4.02,1016.29,5.43,7.97,2331.18,852.71,54,,8.32,,25.08,12.39
2020-08-09,Staten Island,114,20,96,2,120,72,62,96,,49,,33,62,9,20,42.2,1.5,1015.6,3.2,0.1,20.3,,0.2,,1,2.2,61,21.6,96.6,1.5,1020.7,45.6,13.9,32.2,,2,,7,5.6,32,21,77.7,1.5,1018.9,22.4,6.5,26,,1,,4.2,3.4,1636.79,2.31,1593.83,0,24.13,1598.82,112,127.78,,2.23,,35.38,11.95
2020-10-23,Staten Island,104,36,120,,120,49,72,120,,57,,35,40,1,15,81.5,,1016.6,0.8,7.5,16.1,,0.2,,0.3,2,59,17.3,100,,1024.3,500,27.8,19.4,,3.2,,5.7,5.6,21,16.6,94,,1022,16,19.5,17.2,,1.8,,3.2,3.4,1868.1,6.02,254.03,,47.87,93972.7,186.45,5.91,,12.44,,19.14,14.61
2020-02-09,Staten Island,120,,4,15,4,23,42,4,,,,,45,9,,64,0.1,1027.5,3.2,8.4,-2.7,,,,,2.3,68,,84,2.9,1028.7,20.8,38.9,0,,,,,7.8,50,,78,1.5,1028.1,6.4,24.1,-1.6,,,,,4.5,1659.56,,813.33,5.23,2.8,246.32,516.94,14.47,,,,,11.57
2020-03-30,Staten Island,118,28,91,,91,69,72,91,21,21,27,27,50,3,5,81,,1011.6,3.2,4.7,6.3,0.2,0.2,0.2,0.2,1.9,65,8,98,,1015.6,26.4,35.2,9,1.3,1.3,5,5,4.8,23,6,90.2,,1014.2,20.8,22.3,8,0.5,0.5,1.7,1.7,3.4,2527.99,10.36,248.25,,12.18,431.5,661.36,5.4,1.94,1.94,18.21,18.21,5.75
2020-08-29,Staten Island,88,36,96,,96,48,71,96,,74,,24,46,1,18.3,63,,997.2,1.6,1.9,21.6,,0.2,,0.5,1.7,57,23,95.7,,1008,29.6,16.7,29,,4.9,,9.2,8.9,17,21.3,83,,1001.5,14.5,7.5,24.1,,1.5,,5.2,2.4,1854.98,15.12,745.6,,108.78,620.38,124.52,46.89,,17.4,,75.23,79.56
2020-10-19,Staten Island,105,42,116,14,116,55,72,116,,57,,24,50,4,8,61.6,1.5,1024.3,0.8,7.5,7.9,,0.2,,1,2.3,78,14,97,5.8,1028.4,30.4,41.7,19,,4.9,,8.5,11.2,23,12,85,1.5,1026.5,21.6,25.1,15.4,,1.7,,6,5.6,3468.37,36.52,890.99,27.64,10.8,1166.47,593.51,122.07,,20.3,,51.08,95.63
2020-02-18,Staten Island,108,,,12,,47,48,,,,,,42,3,,,0.1,,0.8,15.8,,,,,,2.2,77,,,2.9,,33.6,41.7,,,,,,6.7,41,,,1.5,,16,25.1,,,,,,4.5,2943.36,,,3.56,,980.49,423.11,,,,,,14.47
2020-10-14,Staten Island,107,48,116,6,116,67,72,116,,75,,25,49,4,5.6,37,1.5,1011.6,0.8,5.6,6.6,,0.2,,0.5,1.9,65,8,99,1.5,1016.9,36.8,40.8,21.5,,3.9,,9,7.9,23,6.6,65,1.5,1014.7,16.8,16.7,14.3,,2,,5,4.5,3015.94,6.28,3596.21,0,15.84,1332.41,747.05,196.42,,9.1,,55.84,23.69
2020-08-31,Staten Island,83,40,96,10,96,45,70,96,,49,,6,43,1,11,48,1.5,1013.9,0.8,5.6,15.5,,0.2,,2,0.4,61,17.3,87.7,2.9,1019.6,24.1,23.2,26.5,,3.6,,4.7,8.9,17,13,66.5,2.9,1018.2,14.5,15.8,21.8,,1.5,,4,6.7,1668.72,39.65,1081.1,5.23,17.02,634.88,223.26,73.33,,12.22,,13.34,107.21
2020-04-15,Staten Island,91,23,95,,95,70,44,95,,86,,61,13,1,-8.6,23.6,,1011.1,22.4,1.9,5,,0.2,,2.7,0.2,56,1,75,,1016,38.4,14.9,11.5,,7.2,,10,2.3,13,-6.6,39,,1014.5,32,4.7,8,,2,,6.7,0.4,1818.08,129.56,2750.48,,15.85,148.79,165.53,47.89,,20.81,,39.95,7.51
2020-05-19,Staten Island,94,23,94,6,94,72,47,94,,89,,53,34,1,-0.6,25.3,0.1,1018,20,4.7,10.9,,0.2,,0.6,1.2,57,9,79.2,1.5,1028.4,34.4,26,20,,9.5,,14,2.8,16,2,47,1.5,1024.5,27.2,7.5,14.6,,3,,9.2,1.8,1887.89,70.65,2040.17,3.27,102.82,129.06,329.83,55.12,,53.71,,98.35,1.72
2020-06-08,Staten Island,75,20,95,2,96,71,46,95,,44,,37,31,1,4.6,26.2,0.1,1013.4,6.4,1.9,12.9,,0.2,,0.5,1.2,60,10.6,75.7,1.5,1017.9,30.4,25.1,28.1,,3.4,,8.2,3.6,13,7,43.5,0.1,1015.4,21.6,5.6,22,,0.7,,5,1.6,2155.74,22.52,2044.67,9.8,14.57,535.3,231.14,214.52,,4.18,,51.47,3.94
2020-06-28,Staten Island,115,34,105,4,111,66,61,105,,51,,38,53,1,16,36,1.5,1003.8,7.3,1.9,21.4,,0.2,,0.2,1.8,92,21,91.2,1.5,1007.7,45.6,25.1,34,,4.2,,14,6.2,38,19,70,1.5,1006.3,29.6,4.7,25,,0.8,,3.7,2.9,2765.62,22.98,2598.37,0,10.18,1495.36,388.03,148.92,,16.63,,91.67,8.33
2020-01-18,Staten Island,114,42,120,2,120,24,72,120,75,,100,,47,4,-17.3,30.9,1.5,1007.2,7.3,9.3,-7.2,0.1,,0.1,,2.2,48,1,95,1.5,1040.2,24.8,34.3,3.7,6,,10.7,,4.5,19,-10.3,56.7,1.5,1030.6,16.8,17.6,-4.3,0.7,,2,,3.2,817.62,489.29,4064.89,0,1054.08,271.43,516.83,118.25,17.69,,82.02,,4.51
2020-02-22,Staten Island,89,,46,2,46,32,48,46,31,,45,,28,1,,19.5,1.5,1020.9,0.8,5.6,-2.7,0.2,,0.3,,2.4,78,,51.5,1.5,1027.5,30.4,44.5,10.4,3.5,,13,,10.3,35,,34.2,1.5,1024.6,8.8,16.7,3.3,1.5,,6,,3.5,2045.96,,1281.19,0,39.27,1018.78,1005.97,222.62,12.37,,94.33,,27.71
2020-08-05,Staten Island,62,44,100,18,100,18,53,100,,54,,32,37,2,14,36.3,0.1,1012.6,3.2,3.8,21.8,,0.2,,0.5,2.2,64,21,89.2,1.5,1018.2,44.8,27.8,31.6,,5.1,,9.2,6.7,29,16.3,58.5,1.5,1016.1,28.9,11.2,25.4,,1.5,,6,3.7,2544.48,65.35,3228.81,2.05,21.22,2827.07,337.1,91.31,,18.59,,84.99,16.25
2020-11-14,Staten Island,18,7,17,,17,2,12,17,,9,,,12,12,2,75,,1016,0.8,0.1,3.8,,0.3,,,4.3,72,3,98,,1018.2,4.8,24.1,6.9,,2.5,,,7.2,53,2.6,82.5,,1017.3,0.8,19.5,5.6,,0.5,,,4.5,2237.91,1.4,590.33,,3.82,80,422.95,6.39,,6.47,,,14.19
2020-05-15,Staten Island,94,24,87,6,87,70,44,87,,72,,38,39,11,11,35,0.1,1009,2.4,4.7,14.7,,0.2,,0.2,2.3,72,17,91.2,1.5,1016.8,50.7,23.2,30.1,,8,,11.7,4.7,43,14,60.7,1.5,1013,32,10.2,24.4,,2.7,,8.2,2.6,2418.24,26.54,2710.38,3.27,63.14,1672.2,261.67,268.35,,27.88,,99.32,2.85
2020-07-06,Staten Island,120,42,116,19,120,71,70,116,,29,,34,56,4,14,30.5,0.1,1013.4,1.6,0.1,20.5,,0.2,,0.2,2.3,99,21,97,2.9,1020.9,93,36.2,34.7,,5.1,,10.7,7.2,48,18,73.2,1.5,1016.4,24.8,23.2,23.7,,1.2,,3,3.4,3976.88,40.93,3722.02,11.92,27.59,3810.1,744.12,161.03,,20.22,,96.96,8.62
2020-09-01,Staten Island,66,40,94,,94,48,72,94,,70,,31,53,2,16.5,57,,1017.5,6.4,4.7,18.3,,0.2,,0.5,0.2,54,19.3,97.7,,1020.2,24.8,32.5,26.2,,6.6,,8.2,8.9,17,18,80.7,,1018.9,16.8,13,22,,2,,6.5,7.8,2298.79,5.45,1013.77,,4.69,274.11,444.98,36.59,,33.12,,66.34,124.22
2020-11-13,Staten Island,98,42,120,,120,20,72,120,,55,,28,53,1,4,67.6,,1012.5,0.8,4.7,4.8,,0.2,,0.2,2,82,8.6,98,,1018,12.8,22.3,10.6,,3.6,,8.2,13.6,21,7,93,,1015.7,4.8,17.6,8.4,,1.8,,2.7,4.5,2937.49,18.05,424.26,,22.31,129.15,232.06,13.26,,11.77,,33.3,52.8
2020-07-15,Staten Island,117,,120,19,120,71,72,120,,57,,66,49,1,,53.7,0.1,1016.7,1.6,4.7,20.1,,0.2,,0.5,1.2,171,,88.7,1.5,1024.9,34.4,22.3,28.6,,3.1,,9.6,2.9,25,,72.6,1.5,1021.5,24.8,13.9,23.1,,1,,4,1.8,3866.71,,750.2,4.01,37.85,1261.5,184.93,38.72,,4.71,,55.27,2.66
2020-08-12,Staten Island,108,30,102,,120,71,72,102,,32,,36,55,2,22,54.2,,1013.5,4,3.8,24,,0.2,,0.5,1.8,77,24,92,,1017.9,73.8,35.2,33.3,,4.8,,7.7,6.7,48,23,81.3,,1016,19.2,13,26.1,,0.5,,2.3,4.5,3209.35,3.94,1045.32,,10.15,2517.38,654.42,54.61,,12.12,,43.84,16.06
2020-10-17,Staten Island,96,48,120,,120,70,72,120,,57,,33,55,1,-2,28,,1019.5,0.8,1.9,5.1,,0.2,,0.6,1.6,153,8,98,,1030.7,28.9,31.5,16.3,,5.1,,8.7,21,19,2.3,71.6,,1025.8,12.8,6.5,9.4,,2.2,,6,3.4,7489.5,97,5295.16,,96.03,831.32,813.45,107.96,,22.06,,61.96,203.72
2020-01-28,Staten Island,95,44,120,,120,24,63,120,120,,120,,45,1,-6,42.8,,1007.1,15.2,3.8,1.9,0.5,,3,,1.6,52,-2.5,71.4,,1015.3,28.9,21.3,7,9.5,,16.5,,4.5,18,-4,57.7,,1009.7,24.1,10.2,3.8,3.7,,8.2,,2.3,824.45,6.45,672.13,,44.19,190.78,187.06,14.01,38.94,,71.11,,6.12
2020-03-23,Staten Island,104,40,114,7,114,70,72,114,112,,82,,41,1,-3.6,56.6,0.1,1014.1,16,5.6,2.2,0.2,,4,,1.9,39,4,97,1.5,1038.4,32.8,37.1,5,7.2,,13.7,,5.6,15,1,88.3,1.5,1026.7,26.4,16.7,3,3.4,,7.2,,4.5,911.5,42.91,1210.87,2.8,709.35,224.56,614.26,6.34,49.43,,42.64,,15.92
2020-03-25,Staten Island,115,48,120,6,120,72,72,120,118,,74,,47,1,-1,60,1.5,1014.9,12.8,5.6,3.3,0.2,,2.5,,1.2,55,4,82.7,1.5,1020.9,30.4,34.3,8,7.7,,10.8,,3.4,22,1,73.2,1.5,1017.8,21.6,16.7,6,2.5,,7.2,,2.3,1038.98,19.27,333.5,0,18.25,183.92,690.7,12.3,41.47,,49.95,,3.04
2020-05-31,Staten Island,59,24,96,,96,71,31,96,,85,,59,30,1,-1,24,,1012.8,16.8,1,12.7,,0.2,,2,1.2,47,9,64.7,,1022.6,30.4,5.6,23.8,,7.2,,13.5,2.3,10,1.6,40.2,,1017.7,25.6,1.9,17.6,,2.4,,8.7,1.4,1428.99,53.9,1144.28,,47.23,151.62,12.08,85.09,,42.41,,38.71,0.65
2020-08-08,Staten Island,117,44,118,22,118,72,72,118,,15,,21,69,4,19,52,0.1,1018.5,0.8,4.7,20,,0.2,,0.5,1.9,92,21,98,2.9,1021.5,48.1,25.1,29.1,,3.9,,7.7,7.8,39,20,83.2,1.5,1020.2,14.5,12.1,23.3,,1.5,,2,4.7,2679.08,3.44,1370.58,5.43,4.92,1407.92,251.94,62.72,,18.92,,50.2,22.9
2020-10-30,Staten Island,90,46,111,,120,49,72,120,,96,,58,55,1,0,33,,1003.1,0.8,1.9,1.4,,0.2,,0.2,1.9,52,7,99,,1027,500,29.7,8,,8,,15.7,5.7,20,2,87,,1013.3,12.8,11.2,5,,2.7,,8.4,3.3,1904.98,38.68,1537.31,,575.4,48997.5,438.5,28.41,,45.53,,124.44,7.9
2020-01-11,Staten Island,118,46,120,,120,21,72,120,99,,103,,58,2,6,51,,1013.8,1.6,2.8,7.7,0.1,,0.2,,1.2,54,15,91,,1029.3,29.6,34.3,20.3,9.5,,16.7,,8.6,33,10.3,79.5,,1021.8,21.6,15.8,15.8,2.7,,6.6,,2.3,1409.53,40.1,1167.21,,224,797.21,886.98,139.23,35.71,,128.48,,22.12
2020-04-14,Staten Island,77,24,96,,96,72,47,96,,92,,59,17,1,-4,32,,1011.7,24.8,1,6.6,,0.2,,1.6,0.2,40,3,67,,1019.9,38.4,17.6,15.5,,7.7,,11.6,4.4,11,-2.3,46,,1015.7,31.2,4.7,10.8,,1.7,,6.3,0.4,1112,36.03,1144.98,,30.15,171.45,112.29,47.42,,24.43,,38.39,33.63
2020-05-05,Staten Island,65,21,95,,95,72,34,95,,70,,50,24,1,-8,17.6,,1009.4,4.8,0.1,7,,0.2,,0.2,1.2,44,0,63,,1013.8,40,40.8,17.9,,7.4,,10.2,7.8,11,-5,35.5,,1012.2,26.4,3.8,11.6,,2,,7.5,1.8,1353.52,49.57,2327.05,,12.42,651.12,938.62,121.78,,26.9,,65.89,27.5
2020-07-12,Staten Island,104,,120,12,120,70,57,120,,68,,52,61,1,,31.7,0.1,1004.4,17.6,1,20.8,,0.2,,0.2,1.2,65,,85.7,1.5,1009.8,39.2,8.4,32.9,,4.7,,11,5.6,22,,59.7,0.1,1006,28.9,3.8,27.4,,1.4,,6,2.3,2573.9,,2593.1,5.35,14.7,308.95,24.67,153.06,,7.94,,62.2,21.01
2020-01-09,Staten Island,109,44,120,5,120,22,71,120,101,,116,,51,1,-15.3,28,1.5,1029.3,1.6,3.8,-5.5,0.1,,0.4,,1.2,60,-9,65.1,1.5,1042,24.1,38,1,8,,19.3,,4.8,33,-14,47.7,1.5,1039.5,20.8,13.9,-1.3,1,,4.4,,2.3,1887.63,29.49,678.15,0,108.09,659.16,1260.53,41.71,34.73,,126.05,,9.05
2020-03-05,Staten Island,84,48,120,,120,70,68,120,101,,109,,47,4,-7.3,24,,1010.7,1.6,2.8,1.6,0.2,,0.2,,1.2,55,1,81,,1021.5,32,36.2,12.2,6.6,,18.1,,4.3,23,-4,49.3,,1019.3,24.8,9.3,7.3,2,,6,,2.3,2376.59,72.69,1906.65,,51.84,510.75,1053.99,68.88,22.32,,137.86,,7.25
2020-05-22,Staten Island,87,20,87,8,87,69,48,87,,34,,32,41,2,9,50,0.1,1015.5,0.8,6.5,9.4,,0.2,,0.2,1.7,74,17,97.7,2.9,1025,32,35.2,24.7,,4.2,,8.7,6.7,31,13,87,1.5,1019.5,17.6,19.5,17.3,,1,,2.7,3.4,3394.84,66.55,2099.56,8.05,73.48,1060.81,460.09,192.72,,11.56,,55.72,13.96
2020-06-11,Staten Island,89,40,111,2,111,72,72,111,,74,,35,49,10,19,51,1.5,1012.5,15.2,0.1,22.2,,0.2,,0.7,1.2,69,22,93.5,1.5,1018.2,34.4,25.1,30,,5.2,,11.7,3.4,33,21,80.7,1.5,1014.9,23.3,11.2,24.4,,1.8,,5.2,2.3,2707.94,8.1,755.08,0,21.47,213.83,447.11,30.94,,13.75,,66.35,3.7
2020-11-01,Staten Island,106,48,120,,120,71,63,120,,96,,50,55,1,-0.3,57,,1004.8,0.8,2.8,2.3,,0.2,,1,1.7,152,11,97.5,,1028.7,25.6,26.9,12.6,,7,,12.2,6,15,3,72.7,,1014,22.4,9.3,9.6,,2,,7.7,3.3,6372.72,157.05,1453.84,,653.08,333.07,355.14,62.53,,31.13,,94.96,13.89
2020-03-04,Staten Island,79,32,78,,78,70,58,78,87,,88,,27,2,-4.3,25.3,,1005,17.6,2.8,7.3,0.3,,4.6,,1.2,54,1.6,61,,1013.3,33.6,13.9,14,11.3,,19.6,,2.5,16,-3.5,38.7,,1009.1,28.9,7.5,11.1,4.4,,11.3,,2,1676.27,50.99,961.12,,38.99,132.36,71.63,31.57,92.94,,110.87,,1.98
2020-03-11,Staten Island,67,46,120,8,120,28,72,120,98,,105,,49,5,-4.6,23.6,1.5,1014.4,0.8,2.8,4.7,0.1,,0.1,,2.2,82,5.3,71.5,1.5,1021.7,27.2,42.6,14.8,10.8,,21.2,,5.6,25,-2,49,1.5,1019,21.6,19.5,10.1,1,,4.5,,3.4,2510.31,74.77,2257,0,20.19,534.45,1205.95,77.74,47.15,,204.82,,8.75
2020-05-08,Staten Island,59,24,96,,96,72,23,96,,47,,38,23,1,-6,33.2,,1000.9,11.2,2.8,2.6,,0.2,,0.2,1.5,33,5,94.7,,1011.9,37.6,28.8,15,,8.2,,14,3.4,9,2,61.2,,1009.2,24.8,9.3,9,,1,,3.5,2.3,685.24,161.83,3893.36,,121.29,323.2,508.81,46.32,,29.53,,98.74,2.36
2020-05-16,Staten Island,72,24,96,,96,72,43,96,,80,,49,34,1,7,32.3,,1010.5,21.6,0.1,15.6,,0.2,,0.2,1.2,61,17.3,89,,1022.8,44.8,21.3,25.6,,5.5,,10.2,4.4,25,9.3,57.6,,1017.4,29.6,3.8,20.1,,1.2,,5.2,2.3,3156.99,113.43,2645.09,,112.82,364.16,333.83,73.37,,23.46,,46.15,6.47
2020-07-29,Staten Island,108,44,114,30,118,68,72,114,,29,,30,25,4,12.3,27.6,0.1,1009.6,0.8,3.8,22.7,,0.2,,0.2,1.2,83,20.6,88.2,2.9,1013.7,60.9,27.8,33.7,,2.2,,8,6.9,34,15.6,62.3,1.5,1011.9,36.1,14.9,28.6,,0.6,,2.2,2.4,2639.59,107.89,2902.14,10.81,9.5,3563.22,429.99,97.78,,4.41,,49.43,14.11
2020-08-07,Staten Island,119,40,96,8,96,72,72,96,,31,,19,65,1,16,52,1.5,1017.7,2.4,9.3,19.3,,0.2,,0.2,2.2,67,21,97,1.5,1020.9,48.8,42.6,27.3,,4.8,,5.3,8.9,38,18,84.6,1.5,1019.4,21.6,21.3,22,,1.7,,1.5,4.5,2475.37,20.89,1444.69,0,6.07,1380.4,587.62,37.45,,28.61,,28.22,26.41
2020-08-18,Staten Island,100,42,116,8,116,72,72,116,,68,,34,63,2,12.3,37.7,1.5,1008.9,0.8,1.9,16.6,,0.2,,0.5,1.5,62,17.6,97,1.5,1012.5,38.4,31.5,29.8,,4.6,,10.2,8.8,15,15,64.3,1.5,1010.7,20.8,9.3,24,,1.5,,3.7,4.5,2311.21,28.35,4161.77,0,6.27,1032.99,644.77,175.18,,16.57,,69.16,22.5
2020-09-12,Staten Island,28,44,100,,100,50,20,100,,71,,30,22,3,9,46,,1023.3,3.2,3.8,15.5,,0.2,,1.2,1.7,30,13,85.5,,1026.8,28.1,7.5,22.2,,5.4,,8.2,3.4,14,11,64.7,,1024.7,14.5,5.6,18.3,,2.5,,6,2,436.65,14.75,1179.61,,8.92,364.77,11.24,37.82,,29.5,,50.01,1.3
2020-01-05,Staten Island,101,44,120,,120,24,61,120,107,107,118,118,46,1,-8,38,,1000.2,4.8,1.9,0,0.1,0.1,0.1,0.1,1.2,34,-0.3,78.3,,1015.6,28.9,27.8,6,11.1,11.1,26.5,26.5,5,22,-6,55.7,,1011.1,22.4,2.8,3.5,4.7,4.7,12.5,12.5,2.2,793.08,31.8,808.23,,191.5,368.56,322.32,19.38,78.4,78.4,322.1,322.1,7.26
2020-01-06,Staten Island,117,36,120,8,120,20,72,120,92,,112,,57,3,-7,47.8,1.5,1012.5,4,8.4,-0.9,0.1,,0.1,,2.3,61,-0.6,92.3,1.5,1016.6,19.2,34.3,7,5.9,,13.2,,7.6,33,-3,76.1,1.5,1014.6,9.6,16.7,2,1.5,,3.5,,3.4,1695.3,41.38,2333.18,0,8.65,297.71,422.61,67.67,27.65,,99.52,,10.04
2020-03-01,Staten Island,82,44,96,4,96,42,60,96,81,,90,,45,4,-12.3,33.3,0.1,1017.4,0.8,0.1,-4.7,0.2,,0.2,,2,58,-7,71.2,1.5,1020.7,36.1,39.9,6.6,7.6,,15.1,,7.3,21,-10,52.7,0.1,1019.4,27.2,6.5,0.2,3.6,,9.2,,3.2,2197.4,18.02,1175.19,6.53,11.11,884.54,841.51,155.48,44.75,,221.61,,12.3
2020-05-14,Staten Island,87,23,90,10,90,66,48,90,,40,,23,41,1,-3.3,26.6,0.1,1017,0.8,7.5,3.1,,0.2,,0.2,1.9,65,10,87.6,2.9,1027.7,40.8,50.1,18.6,,5.2,,10,8.9,28,-0.3,57.6,1.5,1025.1,28.1,27.8,15.6,,1.5,,5.6,3.4,2764.75,230.16,2877.44,10.67,138.57,2059.75,1462.56,262.18,,15.18,,74.82,29.57
2020-10-15,Staten Island,113,46,111,8,111,66,72,111,,75,,37,51,3,6,30.3,0.1,1012.4,0.8,4.7,9.7,,0.2,,0.7,2,66,15,94.7,1.5,1017.1,37.6,41.7,25,,6.2,,12.5,8.9,34,10,76,1.5,1015.4,28.1,25.1,18,,2.7,,7.7,4.5,2633.78,60.85,3214.92,4.2,18.68,1685.85,1071.58,226.08,,22.56,,73.33,43.89
2020-09-27,Staten Island,92,38,110,,118,62,63,110,,49,,32,71,1,17,56.2,,1011.3,6.4,4.7,18.8,,0.2,,0.2,1.2,54,20.5,97.5,,1016.5,35.2,28.8,26.5,,4.2,,6.7,5.6,20,18.6,91,,1014.8,21.6,9.3,21.3,,1.5,,3,3.4,1598.47,10.5,1538.73,,20.71,510.3,372.81,56.82,,14.55,,31.07,12.06
2020-10-22,Staten Island,99,32,110,2,110,47,72,110,,41,,17,59,8,17,82,1.5,1022.2,0.8,11.2,15.5,,0.2,,0.3,3,72,18,100,1.5,1025,19.2,37.1,20.5,,3,,2.5,11.6,42,17.3,93,1.5,1023.5,8,23.2,18.6,,1,,1.7,6.7,2730.48,2.1,220.36,0,3.73,389.71,280.96,12.38,,6.52,,6.27,42.66
2020-01-15,Staten Island,111,48,120,6,120,18,72,120,86,,100,,63,17,-0.6,38.6,1.5,1016.4,0.8,5.6,2.4,0.1,,0.1,,1.2,70,6,99,1.5,1023.2,23.3,44.5,11.5,4.2,,9.4,,20.2,50,1.3,81,1.5,1020.3,4.8,18.6,6.3,1.2,,3.3,,3.4,1700.77,53.06,3943.09,0,22.3,817.83,1064.78,57.52,12.64,,64.69,,114.74
2020-02-23,Staten Island,64,,31,4,31,22,42,31,12,,27,,41,4,,18.5,1.5,1018.3,2.4,5.6,-2.6,0.2,,0.2,,2.2,66,,58.5,2.9,1024,36.8,35.2,13.8,3.2,,9,,6.3,43,,35.7,1.5,1019.5,13.6,17.6,6.6,1.2,,3,,4.5,2442.99,,1430.65,4.9,45.03,1469.42,1015.96,266.54,9.19,,78.94,,13.51
2020-03-06,Staten Island,106,38,120,13,120,71,68,120,84,,101,,57,3,0,55.3,1.5,1007.8,0.8,0.1,-0.8,0.1,,0.3,,2.3,63,3,95,2.9,1019.5,26.4,50.1,8,5.5,,11.5,,8.5,25,1.6,80.8,1.5,1012.4,16.8,26,3.8,2.2,,5,,4,2529.17,7.03,1067.09,2.76,93.74,568.53,1156.46,39.9,20.88,,97.86,,18.1
