month,day,borough,year.x,AQI_Final.x,AQI_o3.x,AQI_co.x,AQI_no2.x,AQI_pm25.x,AQI_Category.x,year.y,AQI_Final.y,AQI_o3.y,AQI_co.y,AQI_no2.y,AQI_pm25.y,AQI_Category.y,Adjusted_Value,date
01,01,Brooklyn,2019,106.579399141631,19.2592592592593,,,106.579399141631,Unhealthy for Sensitive Populations,2020,89.412017167382,20,,,89.412017167382,Moderate,83.8924012402851,2020-01-01
01,01,Manhattan,2019,110.871244635193,16.2962962962963,25,7.07547169811321,110.871244635193,Unhealthy for Sensitive Populations,2020,82.9742489270386,17.037037037037,26.1363636363636,4.43396226415094,82.9742489270386,Moderate,74.8383850114196,2020-01-01
01,01,Queens,2019,102.287553648069,17.037037037037,27.2727272727273,7.92452830188679,102.287553648069,Unhealthy for Sensitive Populations,2020,85.1201716738198,19.2592592592593,23.8636363636364,6.9811320754717,85.1201716738198,Moderate,83.2165484831954,2020-01-01
01,01,Staten Island,2019,78.6824034334764,17.037037037037,28.4090909090909,4.43396226415094,78.6824034334764,Moderate,2020,74.3905579399142,17.037037037037,26.1363636363636,4.43396226415094,74.3905579399142,Moderate,94.5453553700977,2020-01-01
01,01,The Bronx,2019,10,,,10,,Good,2020,91.5579399141631,15.5555555555556,25,8.86792452830189,91.5579399141631,Moderate,915.579399141631,2020-01-01
01,02,Brooklyn,2019,106.579399141631,18.5185185185185,,,106.579399141631,Unhealthy for Sensitive Populations,2020,134.476394849785,17.037037037037,48.8636363636364,29.811320754717,134.476394849785,Unhealthy for Sensitive Populations,126.174847984536,2020-01-02
01,02,Manhattan,2019,115.163090128755,11.8518518518519,29.5454545454546,14.0566037735849,115.163090128755,Unhealthy for Sensitive Populations,2020,121.600858369099,5.92592592592593,39.7727272727273,23.6792452830189,121.600858369099,Unhealthy for Sensitive Populations,105.59013155443,2020-01-02
01,02,Queens,2019,106.579399141631,15.5555555555556,27.2727272727273,10.8490566037736,106.579399141631,Unhealthy for Sensitive Populations,2020,125.892703862661,8.88888888888889,39.7727272727273,26.2264150943396,125.892703862661,Unhealthy for Sensitive Populations,118.121048604679,2020-01-02
01,02,Staten Island,2019,95.8497854077253,10.3703703703704,38.6363636363636,19.2452830188679,95.8497854077253,Moderate,2020,123.74678111588,1.48148148148148,51.1363636363636,26.2264150943396,123.74678111588,Unhealthy for Sensitive Populations,129.104912013612,2020-01-02
01,02,The Bronx,2019,16.0377358490566,,,16.0377358490566,,Good,2020,136.622317596567,7.40740740740741,48.8636363636364,29.811320754717,136.622317596567,Unhealthy for Sensitive Populations,851.880333249183,2020-01-02
01,03,Brooklyn,2019,104.43347639485,14.8148148148148,,,104.43347639485,Unhealthy for Sensitive Populations,2020,153.789699570815,2.96296296296296,68.1818181818182,29.0566037735849,153.789699570815,Unhealthy,147.260921382484,2020-01-03
01,03,Manhattan,2019,106.579399141631,14.8148148148148,27.2727272727273,20.0943396226415,106.579399141631,Unhealthy for Sensitive Populations,2020,153.789699570815,0.740740740740741,63.6363636363636,21.8867924528302,153.789699570815,Unhealthy,144.295896589215,2020-01-03
01,03,Queens,2019,97.9957081545064,12.5925925925926,29.5454545454546,12.6415094339623,97.9957081545064,Moderate,2020,149.497854077253,2.96296296296296,59.0909090909091,26.1320754716981,149.497854077253,Unhealthy for Sensitive Populations,152.555511759296,2020-01-03
01,03,Staten Island,2019,89.412017167382,8.88888888888889,38.6363636363636,19.2452830188679,89.412017167382,Moderate,2020,138.768240343348,2.22222222222222,51.1363636363636,21.0377358490566,138.768240343348,Unhealthy for Sensitive Populations,155.200883214132,2020-01-03
01,03,The Bronx,2019,18.4905660377359,,,18.4905660377359,,Good,2020,162.37339055794,1.48148148148148,68.1818181818182,29.0566037735849,162.37339055794,Unhealthy,878.141806078653,2020-01-03
01,04,Brooklyn,2019,138.768240343348,4.44444444444444,,,138.768240343348,Unhealthy for Sensitive Populations,2020,134.476394849785,1.48148148148148,77.2727272727273,21.6981132075472,134.476394849785,Unhealthy for Sensitive Populations,96.9071846101501,2020-01-04
01,04,Manhattan,2019,136.622317596567,4.44444444444444,38.6363636363636,25.377358490566,136.622317596567,Unhealthy for Sensitive Populations,2020,145.206008583691,4.44444444444444,73.8636363636364,17.5471698113208,145.206008583691,Unhealthy for Sensitive Populations,106.282788301448,2020-01-04
01,04,Queens,2019,134.476394849785,2.96296296296296,45.4545454545455,23.9622641509434,134.476394849785,Unhealthy for Sensitive Populations,2020,125.892703862661,2.22222222222222,64.7727272727273,19.4339622641509,125.892703862661,Unhealthy for Sensitive Populations,93.6169533718447,2020-01-04
01,04,Staten Island,2019,134.476394849785,8.14814814814815,51.1363636363636,21.8867924528302,134.476394849785,Unhealthy for Sensitive Populations,2020,117.309012875536,4.44444444444444,51.1363636363636,18.3962264150943,117.309012875536,Unhealthy for Sensitive Populations,87.2339067436887,2020-01-04
01,04,The Bronx,2019,24.622641509434,,,24.622641509434,,Good,2020,140.914163090129,1.48148148148148,77.2727272727273,21.6981132075472,140.914163090129,Unhealthy for Sensitive Populations,572.295068488646,2020-01-04
01,05,Brooklyn,2019,110.871244635193,15.5555555555556,,,110.871244635193,Unhealthy for Sensitive Populations,2020,89.412017167382,22.962962962963,18.1818181818182,5.75471698113208,89.412017167382,Moderate,80.6449115472459,2020-01-05
01,05,Manhattan,2019,121.600858369099,14.0740740740741,38.6363636363636,12.2641509433962,121.600858369099,Unhealthy for Sensitive Populations,2020,91.5579399141631,20,22.7272727272727,3.58490566037736,91.5579399141631,Moderate,75.2938269861997,2020-01-05
01,05,Queens,2019,97.9957081545064,13.4259259259259,37.5,15.377358490566,97.9957081545064,Moderate,2020,85.1201716738198,22.3148148148148,20.4545454545455,5.37735849056604,85.1201716738198,Moderate,86.8611220601762,2020-01-05
01,05,Staten Island,2019,102.287553648069,11.8518518518519,51.1363636363636,16.6037735849057,102.287553648069,Unhealthy for Sensitive Populations,2020,72.2446351931331,20.7407407407407,25,2.64150943396226,72.2446351931331,Moderate,70.6289598455921,2020-01-05
01,05,The Bronx,2019,15.188679245283,,,15.188679245283,,Good,2020,87.2660944206009,20,18.1818181818182,5.75471698113208,87.2660944206009,Moderate,574.546957054889,2020-01-05
01,06,Brooklyn,2019,130.184549356223,22.3148148148148,,,130.184549356223,Unhealthy for Sensitive Populations,2020,117.309012875536,18.5185185185185,35.2272727272727,19.622641509434,117.309012875536,Unhealthy for Sensitive Populations,90.1097814261693,2020-01-06
01,06,Manhattan,2019,125.892703862661,21.5740740740741,21.5909090909091,7.07547169811321,125.892703862661,Unhealthy for Sensitive Populations,2020,106.579399141631,11.2037037037037,35.2272727272727,16.6037735849057,106.579399141631,Unhealthy for Sensitive Populations,84.6589165785975,2020-01-06
01,06,Queens,2019,108.725321888412,20.7407407407407,26.1363636363636,7.16981132075472,108.725321888412,Unhealthy for Sensitive Populations,2020,104.43347639485,12.5925925925926,31.8181818181818,19.811320754717,104.43347639485,Unhealthy for Sensitive Populations,96.052579639206,2020-01-06
01,06,Staten Island,2019,106.579399141631,21.5740740740741,26.1363636363636,4.43396226415094,106.579399141631,Unhealthy for Sensitive Populations,2020,95.8497854077253,8.88888888888889,38.6363636363636,15.7547169811321,95.8497854077253,Moderate,89.9327507751781,2020-01-06
01,06,The Bronx,2019,9.81132075471698,,,9.81132075471698,,Good,2020,128.038626609442,13.4259259259259,35.2272727272727,19.622641509434,128.038626609442,Unhealthy for Sensitive Populations,1305.00907890393,2020-01-06
01,07,Brooklyn,2019,85.1201716738198,24.4444444444444,,,85.1201716738198,Moderate,2020,113.017167381974,15.5555555555556,34.0909090909091,22.7358490566038,113.017167381974,Unhealthy for Sensitive Populations,132.773660061513,2020-01-07
01,07,Manhattan,2019,85.1201716738198,17.037037037037,26.1363636363636,16.6037735849057,85.1201716738198,Moderate,2020,110.871244635193,9.62962962962963,39.7727272727273,20.0943396226415,110.871244635193,Unhealthy for Sensitive Populations,130.252609287551,2020-01-07
01,07,Queens,2019,74.3905579399142,20,27.2727272727273,13.0188679245283,74.3905579399142,Moderate,2020,104.43347639485,14.0740740740741,32.9545454545455,20.188679245283,104.43347639485,Unhealthy for Sensitive Populations,140.38539202677,2020-01-07
01,07,Staten Island,2019,80.8283261802575,17.7777777777778,29.5454545454546,17.5471698113208,80.8283261802575,Moderate,2020,106.579399141631,6.75925925925926,51.1363636363636,28.0188679245283,106.579399141631,Unhealthy for Sensitive Populations,131.858970955238,2020-01-07
01,07,The Bronx,2019,12.7358490566038,,,12.7358490566038,,Good,2020,106.579399141631,12.5925925925926,34.0909090909091,22.7358490566038,106.579399141631,Unhealthy for Sensitive Populations,836.845652519471,2020-01-07
01,08,Brooklyn,2019,115.163090128755,5.18518518518519,,,115.163090128755,Unhealthy for Sensitive Populations,2020,113.017167381974,22.3148148148148,27.2727272727273,11.8867924528302,113.017167381974,Unhealthy for Sensitive Populations,98.1366228151904,2020-01-08
01,08,Manhattan,2019,108.725321888412,15.5555555555556,63.6363636363636,31.5094339622642,108.725321888412,Unhealthy for Sensitive Populations,2020,117.309012875536,17.7777777777778,26.1363636363636,9.62264150943396,117.309012875536,Unhealthy for Sensitive Populations,107.894840721588,2020-01-08
01,08,Queens,2019,87.2660944206009,12.5925925925926,43.1818181818182,20.4716981132075,87.2660944206009,Moderate,2020,108.725321888412,20,27.2727272727273,12.7358490566038,108.725321888412,Unhealthy for Sensitive Populations,124.590567058476,2020-01-08
01,08,Staten Island,2019,110.871244635193,1.48148148148148,50,35.8490566037736,110.871244635193,Unhealthy for Sensitive Populations,2020,100.141630901288,20,38.6363636363636,9.62264150943396,100.141630901288,Unhealthy for Sensitive Populations,90.3224557736234,2020-01-08
01,08,The Bronx,2019,31.5094339622642,,,31.5094339622642,,Good,2020,102.287553648069,17.037037037037,27.2727272727273,11.8867924528302,102.287553648069,Unhealthy for Sensitive Populations,324.625170260338,2020-01-08
01,09,Brooklyn,2019,95.8497854077253,20,,,95.8497854077253,Moderate,2020,104.43347639485,22.3148148148148,22.7272727272727,10.9433962264151,104.43347639485,Unhealthy for Sensitive Populations,108.95535754265,2020-01-09
01,09,Manhattan,2019,82.9742489270386,17.7777777777778,21.5909090909091,9.62264150943396,82.9742489270386,Moderate,2020,100.141630901288,16.2962962962963,25,12.2641509433962,100.141630901288,Unhealthy for Sensitive Populations,120.690011896757,2020-01-09
01,09,Queens,2019,78.6824034334764,16.2962962962963,23.8636363636364,6.9811320754717,78.6824034334764,Moderate,2020,97.9957081545064,17.037037037037,26.1363636363636,16.2264150943396,97.9957081545064,Moderate,124.545900834561,2020-01-09
01,09,Staten Island,2019,85.1201716738198,17.037037037037,26.1363636363636,7.07547169811321,85.1201716738198,Moderate,2020,95.8497854077253,19.2592592592593,26.1363636363636,13.1132075471698,95.8497854077253,Moderate,112.605253869813,2020-01-09
01,09,The Bronx,2019,9.90566037735849,,,9.90566037735849,,Good,2020,97.9957081545064,18.5185185185185,22.7272727272727,10.9433962264151,97.9957081545064,Moderate,989.290006131208,2020-01-09
01,10,Brooklyn,2019,97.9957081545064,23.7037037037037,,,97.9957081545064,Moderate,2020,115.163090128755,16.2962962962963,45.4545454545455,28.6792452830189,115.163090128755,Unhealthy for Sensitive Populations,117.518503919765,2020-01-10
01,10,Manhattan,2019,82.9742489270386,17.7777777777778,21.5909090909091,10.5660377358491,82.9742489270386,Moderate,2020,119.454935622318,6.75925925925926,39.7727272727273,22.7358490566038,119.454935622318,Unhealthy for Sensitive Populations,143.966275280609,2020-01-10
01,10,Queens,2019,80.8283261802575,19.2592592592593,22.7272727272727,9.15094339622642,80.8283261802575,Moderate,2020,102.287553648069,8.88888888888889,39.7727272727273,23.9622641509434,102.287553648069,Unhealthy for Sensitive Populations,126.549142462699,2020-01-10
01,10,Staten Island,2019,72.2446351931331,19.2592592592593,20.4545454545455,6.13207547169811,72.2446351931331,Moderate,2020,97.9957081545064,8.14814814814815,38.6363636363636,23.6792452830189,97.9957081545064,Moderate,135.644270183568,2020-01-10
01,10,The Bronx,2019,9.43396226415094,,,9.43396226415094,,Good,2020,121.600858369099,5.92592592592593,45.4545454545455,28.6792452830189,121.600858369099,Unhealthy for Sensitive Populations,1288.96909871245,2020-01-10
01,11,Brooklyn,2019,106.579399141631,28.8888888888889,,,106.579399141631,Unhealthy for Sensitive Populations,2020,121.600858369099,20,32.9545454545455,19.2452830188679,121.600858369099,Unhealthy for Sensitive Populations,114.094148914751,2020-01-11
01,11,Manhattan,2019,100.141630901288,22.3148148148148,25,14.9056603773585,100.141630901288,Unhealthy for Sensitive Populations,2020,123.74678111588,17.037037037037,26.1363636363636,7.07547169811321,123.74678111588,Unhealthy for Sensitive Populations,123.571765310933,2020-01-11
01,11,Queens,2019,89.412017167382,24.4444444444444,22.7272727272727,12.4528301886792,89.412017167382,Moderate,2020,108.725321888412,20,28.4090909090909,11.3207547169811,108.725321888412,Unhealthy for Sensitive Populations,121.60034560553,2020-01-11
01,11,Staten Island,2019,63.6609442060086,24.4444444444444,26.1363636363636,8.77358490566038,63.6609442060086,Moderate,2020,95.8497854077253,20,26.1363636363636,14.9056603773585,95.8497854077253,Moderate,150.562933998517,2020-01-11
01,11,The Bronx,2019,80.8283261802575,,,10.6603773584906,80.8283261802575,Moderate,2020,134.476394849785,15.5555555555556,32.9545454545455,19.2452830188679,134.476394849785,Unhealthy for Sensitive Populations,166.372856156746,2020-01-11
01,12,Brooklyn,2019,97.9957081545064,24.4444444444444,,,97.9957081545064,Moderate,2020,102.287553648069,22.962962962963,20.4545454545455,6.79245283018868,102.287553648069,Unhealthy for Sensitive Populations,104.379625979942,2020-01-12
01,12,Manhattan,2019,93.7038626609442,17.7777777777778,27.2727272727273,14.9056603773585,93.7038626609442,Moderate,2020,95.8497854077253,19.2592592592593,23.8636363636364,2.64150943396226,95.8497854077253,Moderate,102.290111299409,2020-01-12
01,12,Queens,2019,91.5579399141631,19.2592592592593,31.8181818181818,19.622641509434,91.5579399141631,Moderate,2020,95.8497854077253,22.3148148148148,21.5909090909091,5,95.8497854077253,Moderate,104.687573243332,2020-01-12
01,12,Staten Island,2019,72.2446351931331,20,28.4090909090909,13.1132075471698,72.2446351931331,Moderate,2020,85.1201716738198,20,17.0454545454545,4.43396226415094,85.1201716738198,Moderate,117.822135091784,2020-01-12
01,12,The Bronx,2019,15.5660377358491,,,15.5660377358491,,Good,2020,100.141630901288,19.2592592592593,20.4545454545455,6.79245283018868,100.141630901288,Unhealthy for Sensitive Populations,643.334113668879,2020-01-12
01,13,Brooklyn,2019,100.141630901288,26.0185185185185,,,100.141630901288,Unhealthy for Sensitive Populations,2020,115.163090128755,12.5925925925926,31.8181818181818,18.2075471698113,115.163090128755,Unhealthy for Sensitive Populations,115.000214288775,2020-01-13
01,13,Manhattan,2019,95.8497854077253,16.2962962962963,27.2727272727273,7.07547169811321,95.8497854077253,Moderate,2020,110.871244635193,5.18518518518519,38.6363636363636,17.5471698113208,110.871244635193,Unhealthy for Sensitive Populations,115.671875699637,2020-01-13
01,13,Queens,2019,89.412017167382,25.1851851851852,21.5909090909091,8.67924528301887,89.412017167382,Moderate,2020,102.287553648069,11.2037037037037,29.5454545454546,15.377358490566,102.287553648069,Unhealthy for Sensitive Populations,114.400230403687,2020-01-13
